Fare,Age,Mr,Mrs,Master,Miss,Sir,Embarked_C,Embarked_Q,Embarked_S,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8
0.289986096127,0.157455703145,0.152947359148,0.00218758432602,0.0167597012621,0.0,0.0147287515296,0.0121248391622,0.0,0.0221076131447,0.00358738781558,0.0,0.0,0.0,0.0,0.0,0.0,0.0390703830334,0.0,0.0805974180766,0.0945759540933,0.067598023507,0.0172186569008,0.00945192270165,0.0,0.019602606028,0.0,0.0,0.0
