Fare,Age,Mr,Mrs,Master,Miss,Sir,Embarked_C,Embarked_Q,Embarked_S,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8
0.216697658606,0.143592420944,0.174607094793,0.00106310341977,0.0267833080593,0.00358993037764,0.021668341862,0.00158590604454,0.000747010257212,0.00670019711006,0.00191416173819,0.000152007250919,0.000426164039183,0.0,0.0,0.0,0.0,0.0139245897009,0.00636106260704,0.111986255686,0.125361669788,0.117295038247,0.00363201214134,0.0160790955366,0.0,0.00422078369219,0.00161218810024,0.0,0.0
