Fare,Age,Embarked_C,Embarked_Q,Embarked_S,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8
0.209356302488,0.189959507319,0.00396595710634,0.0,0.00693476961816,0.00447451491762,5.27812384118e-09,0.000527453201911,0.0,0.0,0.0,0.0,0.0133810581171,0.00971644336927,0.124754234058,0.22588459649,0.195701913782,0.00445515194588,0.00973982829894,0.0,0.0,0.00114826400784,0.0,0.0
