mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.159248447418,0.00213191509247,0.824939847917,0.884274920276,3,1,2,"{'min_samples_split': 2, 'max_depth': 3, 'min_samples_leaf': 1}",85,0.833333333333,0.892634207241,0.811111111111,0.878901373283,0.786516853933,0.890274314214,0.865168539326,0.882793017456,0.842696629213,0.876558603491,0.831460674157,0.885286783042,0.842696629213,0.884039900249,0.775280898876,0.885286783042,0.820224719101,0.88029925187,0.840909090909,0.886674968867,0.0345418177947,0.00115106584033,0.0260245014524,0.00469203722919
0.170560002327,0.00155029296875,0.823803768017,0.884025855049,3,1,3,"{'min_samples_split': 3, 'max_depth': 3, 'min_samples_leaf': 1}",95,0.833333333333,0.89138576779,0.822222222222,0.882646691635,0.775280898876,0.890274314214,0.842696629213,0.876558603491,0.85393258427,0.88029925187,0.831460674157,0.882793017456,0.842696629213,0.884039900249,0.775280898876,0.885286783042,0.820224719101,0.88029925187,0.840909090909,0.886674968867,0.0386541796166,0.000788268397655,0.0260536128256,0.0043448413869
0.158279752731,0.00133631229401,0.826038474634,0.883776167159,3,1,4,"{'min_samples_split': 4, 'max_depth': 3, 'min_samples_leaf': 1}",60,0.833333333333,0.89138576779,0.833333333333,0.880149812734,0.786516853933,0.890274314214,0.842696629213,0.876558603491,0.85393258427,0.88029925187,0.831460674157,0.882793017456,0.842696629213,0.884039900249,0.775280898876,0.885286783042,0.820224719101,0.88029925187,0.840909090909,0.886674968867,0.0275638209427,0.000225721974783,0.0242118250786,0.00448636421451
0.178321385384,0.00569462776184,0.826038474634,0.88327710271,3,1,5,"{'min_samples_split': 5, 'max_depth': 3, 'min_samples_leaf': 1}",60,0.833333333333,0.888888888889,0.833333333333,0.880149812734,0.786516853933,0.890274314214,0.842696629213,0.876558603491,0.85393258427,0.88029925187,0.831460674157,0.882793017456,0.842696629213,0.884039900249,0.775280898876,0.882793017456,0.820224719101,0.88029925187,0.840909090909,0.886674968867,0.039733293709,0.0106615987829,0.0242118250786,0.00407065731939
0.196269106865,0.00231490135193,0.821544092612,0.881282090241,3,1,6,"{'min_samples_split': 6, 'max_depth': 3, 'min_samples_leaf': 1}",130,0.833333333333,0.888888888889,0.833333333333,0.880149812734,0.786516853933,0.887780548628,0.820224719101,0.874064837905,0.85393258427,0.88029925187,0.808988764045,0.874064837905,0.842696629213,0.879052369077,0.775280898876,0.881546134663,0.820224719101,0.88029925187,0.840909090909,0.886674968867,0.0672587901049,0.00154729227082,0.0238279836781,0.00491537709961
0.154704523087,0.00178167819977,0.821569345137,0.881406467189,3,1,7,"{'min_samples_split': 7, 'max_depth': 3, 'min_samples_leaf': 1}",128,0.833333333333,0.888888888889,0.822222222222,0.877652933833,0.786516853933,0.887780548628,0.820224719101,0.874064837905,0.85393258427,0.88029925187,0.808988764045,0.874064837905,0.842696629213,0.879052369077,0.775280898876,0.885286783042,0.820224719101,0.88029925187,0.852272727273,0.886674968867,0.0118924788955,0.00106500611862,0.0247152608256,0.00518952014085
0.166136479378,0.0013635635376,0.82160679832,0.880658960176,3,1,8,"{'min_samples_split': 8, 'max_depth': 3, 'min_samples_leaf': 1}",113,0.833333333333,0.888888888889,0.788888888889,0.882646691635,0.786516853933,0.887780548628,0.820224719101,0.874064837905,0.85393258427,0.88029925187,0.808988764045,0.874064837905,0.85393258427,0.879052369077,0.797752808989,0.872817955112,0.820224719101,0.88029925187,0.852272727273,0.886674968867,0.0203480516209,0.000197833461758,0.0249030869031,0.00556667187976
0.16560857296,0.00161082744598,0.828348371354,0.882529284366,3,1,9,"{'min_samples_split': 9, 'max_depth': 3, 'min_samples_leaf': 1}",19,0.833333333333,0.888888888889,0.788888888889,0.882646691635,0.786516853933,0.887780548628,0.85393258427,0.874064837905,0.865168539326,0.885286783042,0.831460674157,0.887780548628,0.85393258427,0.879052369077,0.797752808989,0.872817955112,0.820224719101,0.88029925187,0.852272727273,0.886674968867,0.0508884070325,0.000932338028942,0.0275331591356,0.00550834966584
0.16195063591,0.00230185985565,0.827224775848,0.88302741482,3,1,10,"{'min_samples_split': 10, 'max_depth': 3, 'min_samples_leaf': 1}",38,0.833333333333,0.883895131086,0.788888888889,0.882646691635,0.786516853933,0.889027431421,0.85393258427,0.874064837905,0.865168539326,0.885286783042,0.831460674157,0.887780548628,0.85393258427,0.879052369077,0.775280898876,0.881546134663,0.831460674157,0.88029925187,0.852272727273,0.886674968867,0.0203594930443,0.00192991697167,0.0306461820669,0.00428562241408
0.17003288269,0.00178530216217,0.819321586653,0.883903188874,3,2,2,"{'min_samples_split': 2, 'max_depth': 3, 'min_samples_leaf': 2}",198,0.833333333333,0.895131086142,0.8,0.89013732834,0.775280898876,0.891521197007,0.842696629213,0.882793017456,0.842696629213,0.871571072319,0.831460674157,0.876558603491,0.842696629213,0.887780548628,0.775280898876,0.88029925187,0.820224719101,0.881546134663,0.829545454545,0.881693648817,0.0374220605834,0.00120119038309,0.0251807377333,0.00684602648268
